ID,Name,Exercise type,BodyPart,Equipment,Gender,Target,Synergist,video_url
146112,Barbell Full Squat (Back POV),Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/14611201barbellfullsquatbackpovthighsfixview.mp4
146212,Barbell Full Squat (Side POV),Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/14621201barbellfullsquatsidepovthighsfixview.mp4
146312,Sled 45┬░ Leg Press (Side POV),Strength,Thighs,Sled machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/14631201sled45degreeslegpresssidepovhipsfixview.mp4
146412,Sled 45┬░ Leg Press (Back POV),Strength,Thighs,Sled machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/14641201sled45degreeslegpressbackpovhipsfixview.mp4
146512,45 degree hyperextension (arms in front of chest) (Side-POV),Strength,Hips,Body weight,Female,Gluteus Maximus,"Erector Spinae, Hamstrings",
146612,Twist Hip Lift,Strength,Hips,Body weight,Male,"Gluteus Maximus, Obliques",Hamstrings,https://gymvisual.com/modules/productmedia/uploads/f7aaf1e827763af908e58ac743cfb1e8.mp4
146712,Push-up on Forearms,Strength,Upper Arms,Body weight,Male,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://gymvisual.com/modules/productmedia/uploads/72328f8d7fcce723e279a49f4964cb24.mp4
146812,Crab Twist Toe Touch,Strength,Waist,Body weight,Male,"Gluteus Maximus, Hamstrings, Obliques, Rectus Abdominis","Adductor Brevis, Adductor Longus, Adductor Magnus, Deltoid Posterior, Iliopsoas, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/916f475f68e33c5e81abaa83afd4c05e.mp4
147112,Inchworm,Strength,Waist,Body weight,Male,"Deltoid Anterior, Obliques, Rectus Abdominis, Triceps Brachii","Adductor Magnus, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head, Quadriceps, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers, Trapezius Upper Fibers, Wrist Extensors, Wrist Flexors",https://gymvisual.com/modules/productmedia/uploads/d7b46ad7a517b1e3568301e5f8635718.mp4
147412,Bent Leg Kickback (kneeling),Strength,Hips,Body weight,Female,Gluteus Maximus,,https://gymvisual.com/modules/productmedia/uploads/14741201bentlegkickbackkneelinghipsfixview.mp4
147512,Bent Leg Side Kick (kneeling) (female),Strength,Hips,Body weight,Female,Gluteus Medius,Tensor Fasciae Latae,https://gymvisual.com/modules/productmedia/uploads/e999e6f74eefc562414235517fd41857.mp4
147612,One Leg Squat,Strength,Hips,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/48fd05c1c161d92ddc2bd1df2328833a.mp4
147712,Straight Leg Kickback (kneeling),Strength,Hips,Body weight,Female,Gluteus Maximus,Hamstrings,https://gymvisual.com/modules/productmedia/uploads/14771201straightlegkickbackkneelinghipsfixview.mp4
147912,Lever Incline Chest Press (versions 2),Strength,Chest,Leverage machine,Male,Pectoralis Major Clavicular Head,"Deltoid Anterior, Triceps Brachii",
148212,Cobra Yoga Pose,Stretching,Waist,Body weight,Male,Rectus Abdominis,"Erector Spinae, Gluteus Maximus, Hamstrings",https://gymvisual.com/modules/productmedia/uploads/d505480a249cd08fc62d293a4cdfc8e2.mp4
148812,Shoulder Stretch Behind the Back,Stretching,Shoulders,Body weight,Male,Deltoid Posterior ,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/5dd38c1654b37982c770671f3f8b2e70.mp4
148912,Sissy Squat Bodyweight,Strength,Thighs,Body weight,Male,Quadriceps,,https://gymvisual.com/modules/productmedia/uploads/d0f6a32654bbb223a5e3ba942052f6e8.mp4
149012,Standing Calf Raise (On a staircase),Strength,Calves,Body weight,Male,Gastrocnemius,Soleus,https://gymvisual.com/modules/productmedia/uploads/14901201standingcalfraiseonastaircasecalvesview.mp4
149112,Supine Spinal Twist Yoga Pose,Stretching,Hips,Body weight,Male,"Erector Spinae, Obliques","Gluteus Medius, Quadriceps, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/14911201supinespinaltwistyogaposehipsview.mp4
149412,Butterfly Yoga Pose,Stretching,Hips,Body weight,Male,"Brachialis, Sartorius","Adductor Brevis, Adductor Longus, Adductor Magnus, Biceps Brachii, Pectineous",https://gymvisual.com/modules/productmedia/uploads/cefeae32cdd1df22eefba9bde79b2fae.mp4
149512,Oblique Crunch (Version 2),Strength,Waist,Body weight,Male,Obliques,Rectus Abdominis,https://gymvisual.com/modules/productmedia/uploads/2bca30efa8b2ccd1f23c06fe7ba6aa59.mp4
149812,Band Decline Sit up,Strength,Waist,Band,Male,Iliopsoas,"Quadriceps, Serratus Anterior, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/a1a807b77a1bcf442a6763dab251e2f4.mp4
149912,Band Behind Neck Shoulder Press,Strength,Shoulders,Band,Male,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers, Triceps Brachii",https://gymvisual.com/modules/productmedia/uploads/b5d281818c0c5c27c7dea407703af86a.mp4
150012,Band Upright Row (Under two feet),Strength,Shoulders,Band,Male,Deltoid Lateral,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers",https://gymvisual.com/modules/productmedia/uploads/dcda3d5db4ec7b7b41820968929dc181.mp4
150212,Band Pushdown (Male),Strength,Upper Arms,Band,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/92196a10dc381bbeba6c27584351af83.mp4
150312,Band Pull Apart,Strength,Shoulders,Band,Male,,,https://gymvisual.com/modules/productmedia/uploads/15031201bandpullapartshouldersview.mp4
150412,Band Skull Crusher,Strength,Upper Arms,Band,Male,,,https://gymvisual.com/modules/productmedia/uploads/15041201bandskullcrusherupperarmsview.mp4
150712,Band Hip Flexion,Strength,Hips,Band,Male,,,https://gymvisual.com/modules/productmedia/uploads/15071201bandhipflexionhipsview.mp4
150812,Band Lateral Raise (Version 2),Strength,Shoulders,Band,Male,Deltoid Lateral,"Deltoid Anterior, Serratus Anterior",https://gymvisual.com/modules/productmedia/uploads/a8ba803cc5700ae5b0a0860bb66007a6.mp4
151112,Hamstring Stretch,Stretching,Thighs,Body weight,Male,Hamstrings,,https://gymvisual.com/modules/productmedia/uploads/da4f47e51cbdc2555f3bf61430d5ef12.mp4
151212,All Fours Squad Stretch,Stretching,Thighs,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/41dd5f462f115cb0504999a14b49adf2.mp4
151312,Band Good Morning,Strength,Hips,Band,Male,,,https://gymvisual.com/modules/productmedia/uploads/15131201bandgoodmorninghipsview.mp4
151412,Barbell Quarter Squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/15141201barbellquartersquatthighsview.mp4
151512,Barbell Clean Deadlift,Strength,Thighs,Barbell,Male,,,https://gymvisual.com/modules/productmedia/uploads/15151201barbellcleandeadliftthighsview.mp4
151712,Barbell Clean Pull,Strength,Weightlifting,Barbell,Male,,,https://gymvisual.com/modules/productmedia/uploads/d87b545f4f55991bdced80c6ef9cf90a.mp4
152012,Barbell Hang Clean,Strength,Weightlifting,Barbell,Male,,,https://gymvisual.com/modules/productmedia/uploads/15201201barbellhangcleanweightliftsview.mp4
152212,Barbell Hang Snatch,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,https://gymvisual.com/modules/productmedia/uploads/15221201barbellhangsnatchweightliftsfixview.mp4
152712,Barbell Olympic Squat,Strength,Thighs,Barbell,Male,,,https://gymvisual.com/modules/productmedia/uploads/15271201barbellolympicsquatthighsview.mp4
152812,Barbell Power Clean from Blocks,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,https://gymvisual.com/modules/productmedia/uploads/15281201barbellpowercleanfromblocksweightliftsview.mp4
152912,Barbell Power Jerk,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Soleus, Triceps Brachii",,https://gymvisual.com/modules/productmedia/uploads/15291201barbellpowerjerkweightliftsview.mp4
153012,Barbell Power Snatch,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,https://gymvisual.com/modules/productmedia/uploads/15301201barbellpowersnatchweightliftsview.mp4
153112,Barbell Power Snatch From Blocks,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior",,https://gymvisual.com/modules/productmedia/uploads/15311201barbellpowersnatchfromblocksweightliftsview.mp4
153312,Barbell Snatch,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Soleus, Triceps Brachii",,https://gymvisual.com/modules/productmedia/uploads/15331201barbellsnatchweightliftsview.mp4
153412,Barbell Snatch Balance,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Hamstrings, Quadriceps, Serratus Anterior, Triceps Brachii",,https://gymvisual.com/modules/productmedia/uploads/15341201barbellsnatchbalanceweightliftsview.mp4
153512,Barbell Snatch Deadlift,Strength,Thighs,Barbell,Male,"Adductor Magnus, Gastrocnemius, Gluteus Maximus, Hamstrings, Quadriceps, Soleus",,https://gymvisual.com/modules/productmedia/uploads/15351201barbellsnatchdeadliftthighsview.mp4
153612,Barbell Snatch from Blocks,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gluteus Maximus, Hamstrings, Quadriceps, Serratus Anterior, Triceps Brachii",,https://gymvisual.com/modules/productmedia/uploads/15361201barbellsnatchfromblocksweightliftsview.mp4
153712,Barbell Split Clean,Strength,Weightlifting,Barbell,Male,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",,https://gymvisual.com/modules/productmedia/uploads/15371201barbellsplitcleanweightliftsview.mp4
153812,Barbell Split Jerk,Strength,Weightlifting,Barbell,Male,"Adductor Magnus, Deltoid Anterior, Deltoid Lateral, Gastrocnemius, Gluteus Maximus, Hamstrings, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus, Triceps Brachii",,https://gymvisual.com/modules/productmedia/uploads/15381201barbellsplitjerkweightliftsview.mp4
154312,Barbell Stiff Legged Deadlift,Strength,Hips,Barbell,Male,"Erector Spinae, Gluteus Maximus",Hamstrings,https://gymvisual.com/modules/productmedia/uploads/8a89a150644891de41b6251b0c73f308.mp4
154512,Barbell full Zercher Squat,Strength,Thighs,Barbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/e74005308435e08882d35c43fece84e3.mp4
154612,Bodyweight Wall Squat,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/dc70a7f5dbe793ec4d77d449b90c51db.mp4
154712,Cable Standing Leg Curl,Strength,Thighs,Cable,Male,,,https://gymvisual.com/modules/productmedia/uploads/15471201cablestandinglegcurlthighsview.mp4
155212,Dumbbell Jumping Squat,Aerobic,Plyometrics,Dumbbell,Male,,,https://gymvisual.com/modules/productmedia/uploads/f68be7b2ff7e5a81f9664f2b5b3727ab.mp4
155512,Dumbbell Squat,Strength,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/c283a33f4688c05450578b70b096687d.mp4
155712,Dumbbell Walking Lunges,Aerobic,Thighs,Dumbbell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/15571201dumbbellwalkinglungesthighsview.mp4
156212,Exercise Ball Wall Squat,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/7198c0d0081160dd7fa6225022f7fadf.mp4
156412,Intermediate Hip Flexor and Quad Stretch,Stretching,"Hips, Thighs",Band,Male,Quadriceps,,https://gymvisual.com/modules/productmedia/uploads/48c20cb7425092d2527106bdeba2811b.mp4
156612,Kettlebell One Arm Overhead Squat,Strength,Thighs,Kettlebell,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/15661201kettlebellonearmoverheadsquatthighsshouldersview.mp4
156812,Kettlebell One Arm Swing,Strength,Weightlifting,Kettlebell,Male,"Deltoid Anterior, Gluteus Maximus, Hamstrings","Adductor Magnus, Deltoid Lateral, Pectoralis Major Clavicular Head, Quadriceps, Serratus Anterior, Soleus",https://gymvisual.com/modules/productmedia/uploads/15681201kettlebellonearmswingweightliftsview.mp4
156912,Kettlebell One Legged Deadlift,Strength,Hips,Kettlebell,Male,Gluteus Maximus,"Adductor Magnus, Erector Spinae, Hamstrings, Quadriceps, Soleus",https://gymvisual.com/modules/productmedia/uploads/50b83f9ee447308093cb8762a8f6c565.mp4
157012,Knee Tuck Jump,Aerobic,Plyometrics,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/15701201kneetuckjumpplyometricsview.mp4
157112,Lever One Leg Extension,Strength,Thighs,Leverage machine,Male,Quadriceps,,https://gymvisual.com/modules/productmedia/uploads/90ec5be32cd2c9d4cc5cc3402a86da7c.mp4
157512,Sled Narrow Stance Leg Press,Strength,Thighs,Sled machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/452dc649c2e87785d858247a36f0c97d.mp4
157812,One Leg Quarter Squat,Strength,Thighs,Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/a692ea60add0a60ad5cb25e0439a4bc3.mp4
157912,Sled One Leg Hack Squat,Strength,Thighs,Sled machine,Male,,,https://gymvisual.com/modules/productmedia/uploads/15791201sledoneleghacksquatthighsview.mp4
158112,Bodyweight Rear Lunge,Strength,"Hips, Thighs",Body weight,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/c2df60007f546ec2cb11806d36763299.mp4
158312,Sled Reverse Hack Squat,Strength,Thighs,Sled machine,Male,"Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://gymvisual.com/modules/productmedia/uploads/fade94fd2562ed30c71dd9ee9f5036f7.mp4
158512,Runners Stretch,Stretching,"Calves, Thighs",Body weight,Male,"Gastrocnemius, Gluteus Maximus, Hamstrings, Soleus",,https://gymvisual.com/modules/productmedia/uploads/cd593c1d31115df514f3335e64e5ba57.mp4
158612,Lever Seated One Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Sartorius, Soleus",https://gymvisual.com/modules/productmedia/uploads/15861201leverseatedonelegcurlthighsview.mp4
158712,Seated Wide Angle Pose Sequence,Stretching,Hips,Body weight,Male,Erector Spinae,,https://gymvisual.com/modules/productmedia/uploads/3315811b5f26d75edef18a60cb3c460b.mp4
159012,Lever Lying Single Leg Curl,Strength,Thighs,Leverage machine,Male,Hamstrings,"Gastrocnemius, Sartorius, Soleus",https://gymvisual.com/modules/productmedia/uploads/0eedf484f2cbb66657989b62ed73b1a8.mp4
159112,Single Leg Push Off,Strength,Thighs,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/15911201singlelegpushoffthighsview.mp4
159512,Smith Front Squat,Strength,Thighs,Smith machine,Male,,,https://gymvisual.com/modules/productmedia/uploads/15951201smithfrontsquatthighsview.mp4
159612,Smith Squat to Bench,Strength,Thighs,Smith machine,Male,,,https://gymvisual.com/modules/productmedia/uploads/15961201smithsquattobenchthighsview.mp4
159712,Smith Stiff Legged Deadlift,Strength,Hips,Smith machine,Male,,,https://gymvisual.com/modules/productmedia/uploads/15971201smithstiffleggeddeadlifthipsview.mp4
159912,Standing Hamstring and Calf Stretch with Starp,Stretching,"Calves, Thighs",Body weight,Male,"Gastrocnemius, Hamstrings, Soleus",,https://gymvisual.com/modules/productmedia/uploads/0a1a37500d3ecd53d82c6e2cf1f7fadd.mp4
160012,Long Jump (male),Aerobic,Plyometrics,Body weight,Male,,,https://gymvisual.com/modules/productmedia/uploads/16001201preview.mp4
160312,Weighted Exercise Ball Wall Squat,Strength,Thighs,Weighted,Male,,,https://gymvisual.com/modules/productmedia/uploads/16031201weightedexerciseballwallsquatthighsview.mp4
160512,Cable Triceps Pushdown (SZ-bar),Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/cfc8f8cee5cce6b6718b09f743492b90.mp4
160612,Cable Reverse Grip Triceps Pushdown (SZ-bar),Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/b5d511ac24d27f87a16a0c63cb046860.mp4
160712,Cable Biceps Curl (SZ-bar),Strength,Upper Arms,Cable,Male,Biceps Brachii,"Brachialis, Brachioradialis",https://gymvisual.com/modules/productmedia/uploads/14f53f6983f1355369f40ca4ba19923d.mp4
160812,Cable Standing Reverse Curl (SZ bar),Strength,Upper Arms,Cable,Male,,,https://gymvisual.com/modules/productmedia/uploads/16081201cablestandingreversecurlszbarupperarmsview.mp4
160912,Cable One Arm Side Triceps Pushdown,Strength,Upper Arms,Cable,Male,Triceps Brachii,,https://gymvisual.com/modules/productmedia/uploads/2ec0eeae248a020a9ee57c2fca2e6839.mp4
161112,Dumbbell Behind Back Finger Curl,Strength,Forearms,Dumbbell,Male,Wrist Flexors,,https://gymvisual.com/modules/productmedia/uploads/78e1aeb7d0c9992cc977d6b15f384eb1.mp4
161312,Alternate Leg Raise (female),Strength,"Hips, Thighs",Body weight,Female,Iliopsoas,"Adductor Brevis, Adductor Longus, Adductor Magnus, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",https://gymvisual.com/modules/productmedia/uploads/a7bcf08781531c957295fe183e0dc3b5.mp4
